i,side,reason,confluence,agreement,taken,quality,dist_atr
55969,-1,bounce_resistance,1.0,full,True,82.12,0.46096230070616806
56013,-1,bounce_resistance,1.0,full,True,94.37,0.35561917715422753
56035,1,bounce_support,-1.0,conflict,True,73.26,0.26584915051897856
56055,1,bounce_support,-1.0,conflict,True,77.11,0.375191665451069
56152,-1,bounce_resistance,0.778,partial,True,98.38,0.21503529262888463
56153,-1,bounce_resistance,1.0,full,True,97.7,0.3659065338981565
56183,-1,bounce_resistance,1.0,full,True,84.74,0.0924384088632393
56198,1,bounce_support,-1.0,conflict,True,97.21,0.2775229019116648
56237,1,bounce_support,-1.0,conflict,True,97.51,0.3706342378917845
56280,-1,bounce_resistance,1.0,full,True,97.78,0.06398143566344217
56312,1,bounce_support,-0.556,conflict,True,83.35,0.4787188756124824
56383,1,bounce_support,-0.556,conflict,True,95.85,0.19097620002913884
56413,-1,bounce_resistance,0.556,partial,True,93.72,0.13876655914665625
56457,1,bounce_support,-0.556,conflict,True,72.65,0.14937552116760647
56482,1,bounce_support,0.111,partial,True,96.3,0.017169971204518686
56519,-1,bounce_resistance,-0.111,conflict,True,96.58,0.44049587091459136
56521,-1,bounce_resistance,-0.111,conflict,True,96.88,0.3247877509327957
56535,-1,bounce_resistance,-0.111,conflict,True,96.49,0.32653142301562615
56572,1,bounce_support,0.111,partial,True,89.33,0.14888050493177607
56596,1,bounce_support,0.111,partial,True,85.74,0.3728615730156063
56650,-1,bounce_resistance,-0.111,conflict,True,86.2,0.2427213845586056
56686,-1,bounce_resistance,0.333,partial,True,80.99,0.3347752218676469
56704,-1,bounce_resistance,0.333,partial,True,85.9,0.34148216885805793
56753,-1,bounce_resistance,0.333,partial,True,95.1,0.39073914158889594
56758,-1,bounce_resistance,0.333,partial,True,98.57,0.4707288972757623
56762,-1,bounce_resistance,0.333,partial,True,99.14,0.00730034893871669
56800,1,bounce_support,-0.333,conflict,True,86.63,0.13898903291391382
56817,1,bounce_support,-0.333,conflict,True,96.48,0.10217570382898018
56845,1,bounce_support,0.111,partial,True,84.78,0.4982095938875229
56875,-1,bounce_resistance,-0.111,conflict,True,93.39,0.09077231514064567
56990,-1,bounce_resistance,0.333,partial,True,93.19,0.16663680115781243
57008,1,bounce_support,-0.333,conflict,True,96.06,0.29865758751725385
57039,-1,bounce_resistance,0.333,partial,True,81.59,0.3410113013446697
57053,-1,bounce_resistance,0.333,partial,True,75.03,0.43679777934306985
57096,-1,bounce_resistance,0.667,partial,True,95.37,0.11845424742809924
57143,1,bounce_support,-1.0,conflict,True,73.15,0.37709796505164467
57171,1,bounce_support,-1.0,conflict,True,99.46,0.32774983938332136
57233,1,bounce_support,0.111,partial,True,98.85,0.2665648774414441
57236,1,bounce_support,0.111,partial,True,98.86,0.2762570065004411
57260,1,bounce_support,0.111,partial,True,94.03,0.07295264325407912
57273,1,bounce_support,0.111,partial,True,98.05,0.2668187175165043
57291,-1,bounce_resistance,-0.111,conflict,True,85.46,0.37121934334356455
57329,-1,bounce_resistance,-0.111,conflict,True,93.1,0.2905391646309295
57345,-1,bounce_resistance,0.111,partial,True,85.77,0.2092614510259022
57365,1,bounce_support,-0.333,conflict,True,84.75,0.2593242888507994
57417,-1,bounce_resistance,0.333,partial,True,96.94,0.1354844965770385
57426,-1,bounce_resistance,0.333,partial,True,97.48,0.4973690866885898
57443,-1,bounce_resistance,0.667,partial,True,97.26,0.4652839541529048
57513,1,bounce_support,-0.667,conflict,True,82.02,0.28802238799746704
57535,1,bounce_support,-0.444,conflict,True,90.24,0.2634091780484773
57547,-1,bounce_resistance,0.444,partial,True,97.57,0.2338291047161055
57599,1,bounce_support,-0.222,conflict,True,85.45,0.15348647625063577
57640,1,bounce_support,-0.222,conflict,True,97.8,0.022504910893658567
57705,-1,bounce_resistance,0.667,partial,True,96.91,0.2980373315839401
57706,-1,bounce_resistance,0.667,partial,True,86.82,0.4180361931116056
57737,-1,bounce_resistance,0.667,partial,True,94.43,0.34783027942390143
57790,1,bounce_support,-0.222,conflict,True,87.88,0.14208995010482797
57827,1,bounce_support,0.111,partial,True,92.1,0.21722328733806257
57869,-1,bounce_resistance,0.667,partial,True,73.38,0.2311800966324594
57880,-1,bounce_resistance,0.667,partial,True,78.25,0.4612385814993217
57885,-1,bounce_resistance,1.0,full,True,75.15,0.15032768200657914
57891,-1,bounce_resistance,1.0,full,True,76.98,0.35449624635497434
57899,-1,bounce_resistance,1.0,full,True,85.56,0.2737039919473596
57974,-1,bounce_resistance,1.0,full,True,84.99,0.23047960786642827
58051,1,bounce_support,-1.0,conflict,True,92.75,0.21034368065799577
58057,-1,bounce_resistance,1.0,full,True,97.85,0.1391409447192218
58080,1,bounce_support,-0.778,conflict,True,96.63,0.3671896184504097
58102,1,bounce_support,-0.556,conflict,True,95.13,0.07491737694989296
58151,1,bounce_support,-0.556,conflict,True,70.87,0.47792246250542325
58195,1,bounce_support,-0.556,conflict,True,97.03,0.14066517000798942
58221,1,bounce_support,-0.556,conflict,True,97.68,0.26920395807867
58246,-1,bounce_resistance,0.556,partial,True,71.19,0.4082834521170971
58264,-1,bounce_resistance,0.556,partial,True,81.57,0.2841032774595192
58270,-1,bounce_resistance,0.556,partial,True,95.41,0.02841710183482967
58292,1,bounce_support,-0.222,conflict,True,94.75,0.3784838096394375
58328,-1,bounce_resistance,0.778,partial,True,78.99,0.21188204917638875
58337,-1,bounce_resistance,0.778,partial,True,91.41,0.2949360437073688
58342,-1,bounce_resistance,0.778,partial,True,98.82,0.20349438981143314
58353,1,bounce_support,-0.778,conflict,True,83.96,0.46684266777029015
58392,-1,bounce_resistance,1.0,full,True,83.27,0.31492786895989977
58398,-1,bounce_resistance,1.0,full,True,100.0,0.048693289013247994
58445,-1,bounce_resistance,1.0,full,True,80.82,0.11568263554750852
58463,-1,bounce_resistance,1.0,full,True,96.7,0.34431427741335785
58499,1,bounce_support,-1.0,conflict,True,84.18,0.29494969481332023
58556,-1,bounce_resistance,0.778,partial,True,98.06,0.22767964151430448
58615,-1,bounce_resistance,1.0,full,True,96.72,0.26838694021634973
58623,-1,bounce_resistance,1.0,full,True,96.91,0.09035142495425212
58637,-1,bounce_resistance,1.0,full,True,97.98,0.008270670161705693
58647,-1,bounce_resistance,1.0,full,True,97.13,0.026145701045124804
58674,-1,bounce_resistance,1.0,full,True,97.14,0.4790052192518283
58728,1,bounce_support,-0.778,conflict,True,85.26,0.2666191223570463
58734,1,bounce_support,-0.778,conflict,True,98.25,0.12531573834387746
58741,1,bounce_support,-0.556,conflict,True,98.17,0.1579308686810589
58755,1,bounce_support,-0.556,conflict,True,98.15,0.03695866961897508
58782,-1,bounce_resistance,0.778,partial,True,85.33,0.4836735009598413
58882,-1,bounce_resistance,1.0,full,True,83.95,0.24855893900470505
58912,-1,bounce_resistance,1.0,full,True,97.75,0.43152961360286385
58970,-1,bounce_resistance,1.0,full,True,96.59,0.2952929621652404
58999,1,bounce_support,-1.0,conflict,True,85.13,0.24910167186418944
59057,-1,bounce_resistance,1.0,full,True,80.56,0.3282546346185942
59129,-1,bounce_resistance,1.0,full,True,85.46,0.28433813757527765
