pattern_id,stop_atr,target_atr,rr,n_events,n_decided,chop_pct,undefined,hold_pct,base_pct,base_flat_pct,fair_pct,dev_pp,edge_R,gross_R,friction_R,net_R,z,p_binom,z_shift,p,p_perm,folds_agree,fold_frac,survives_bh,beats_expected_max
aaaaa|ba,1.0,1.0,1.0,362,362,0.0,0,50.0,48.84,48.95,50.0,1.16,0.0232,0.0,0.0715,-0.0715,0.44,0.6578788175096725,0.37,0.7092548125726384,0.736318407960199,3/4,0.75,False,False
ddddd|bb,0.5,1.0,2.0,335,335,0.0,0,31.34,31.97,31.82,33.33,-0.63,-0.0188,-0.0597,0.1435,-0.2032,-0.25,0.8059738692116369,-0.28,0.7828267928322079,0.8059701492537313,2/4,0.5,False,False
ddddd|bc,0.5,1.0,2.0,361,361,0.0,0,31.58,32.18,31.82,33.33,-0.6,-0.0179,-0.0526,0.1448,-0.1974,-0.24,0.8077838951757019,-0.26,0.7942033164855656,0.8159203980099502,2/4,0.5,False,False
aaaaa|ba,0.5,1.0,2.0,362,362,0.0,0,32.6,31.77,31.82,33.33,0.82,0.0247,-0.0221,0.143,-0.1651,0.34,0.7358885100357777,0.25,0.8016820135999565,0.8208955223880597,3/4,0.75,False,False
ddddd|cb,0.5,2.0,4.0,369,368,0.0,1,20.38,19.94,19.57,20.0,0.44,0.0222,0.019,0.1431,-0.1241,0.21,0.8311957083055593,0.23,0.8205054016283382,0.835820895522388,3/4,0.75,False,False
ddddd|cb,1.0,2.0,2.0,369,368,0.0,1,33.97,33.49,32.92,33.33,0.48,0.0144,0.019,0.0716,-0.0525,0.2,0.8445413049142005,0.22,0.8282402562125144,0.7910447761194029,2/4,0.5,False,False
ddddd|bb,1.0,2.0,2.0,335,335,0.0,0,32.54,33.08,32.92,33.33,-0.54,-0.0162,-0.0239,0.0717,-0.0956,-0.21,0.8334993408878526,-0.19,0.8513330156681516,0.835820895522388,2/4,0.5,False,False
aaaaa|ab,0.5,2.0,4.0,388,388,0.0,0,19.85,19.47,19.57,20.0,0.37,0.0187,-0.0077,0.1409,-0.1486,0.19,0.8521844693910576,0.18,0.8563010101231014,0.8258706467661692,3/4,0.75,False,False
ddddd|cb,0.5,3.0,6.0,369,368,0.0,1,14.13,14.64,14.23,14.29,-0.51,-0.0354,-0.0109,0.1431,-0.154,-0.28,0.7829323369198078,-0.16,0.8721874123652132,0.8407960199004975,2/4,0.5,False,False
aaaaa|ba,0.5,2.0,4.0,362,362,0.0,0,19.89,19.57,19.57,20.0,0.32,0.0158,-0.0055,0.143,-0.1485,0.15,0.8790796636084871,0.12,0.903992820382987,0.8855721393034826,3/4,0.75,False,False
ddddd|ca,0.5,2.0,4.0,374,374,0.0,0,19.79,19.93,19.57,20.0,-0.14,-0.0072,-0.0107,0.1434,-0.1541,-0.07,0.9441027088128703,-0.11,0.9116778232429805,0.9353233830845771,1/4,0.25,False,False
ddddd|ca,0.5,1.0,2.0,374,374,0.0,0,31.82,32.01,31.82,33.33,-0.19,-0.0056,-0.0455,0.1434,-0.1889,-0.08,0.9378356494416669,-0.1,0.9209634559779127,0.9353233830845771,3/4,0.75,False,False
ddddd|bb,1.0,3.0,3.0,335,334,0.0,1,24.85,25.16,24.88,25.0,-0.31,-0.0123,-0.006,0.0717,-0.0777,-0.13,0.8967744848254287,-0.1,0.9218308465195234,0.9054726368159204,2/4,0.5,False,False
aaaaa|aa,1.0,3.0,3.0,350,350,0.0,0,24.0,24.3,24.88,25.0,-0.3,-0.012,-0.04,0.0707,-0.1107,-0.13,0.8956766341139147,-0.05,0.9574816605526506,0.9552238805970149,2/4,0.5,False,False
aaaaa|bb,0.5,2.0,4.0,343,343,0.0,0,19.53,19.42,19.57,20.0,0.12,0.0059,-0.0233,0.1412,-0.1645,0.06,0.955660502058409,0.04,0.9671308455087985,0.9651741293532339,2/4,0.5,False,False
ddddd|ca,1.0,3.0,3.0,374,373,0.3,0,25.47,25.38,24.88,25.0,0.09,0.0035,0.0188,0.0717,-0.0529,0.04,0.9692789125879923,0.01,0.9927082390789402,0.9950248756218906,2/4,0.5,False,False
aaaaa|aa,1.0,1.0,1.0,350,350,0.0,0,48.29,48.51,48.95,50.0,-0.23,-0.0045,-0.0343,0.0707,-0.105,-0.09,0.9321650550675968,0.0,0.9994558004064231,1.0,2/4,0.5,False,False
ddddd|cb,1.0,3.0,3.0,369,367,0.3,1,25.34,25.5,24.88,25.0,-0.16,-0.0065,0.0136,0.0716,-0.0579,-0.07,0.9425817820896366,0.0,0.9995903651437289,1.0,3/4,0.75,False,False
