bar,occurred_at,dist_atr,line_id,role,quality,touches,atr,tf,arm,outcome,symbol
11790,2019-11-22 11:00:00,0.2880210533785435,1h-S-56314,support,91.2,6,0.0009043985740069089,1h,line,break,EURUSD.a
11790,2019-11-22 11:00:00,0.2880210533785435,1h-S-56314,support,91.2,6,0.0009043985740069089,1h,placebo,hold,EURUSD.a
24739,2021-12-23 00:00:00,,1h-S-56314,support,91.2,6,0.0009043985740069089,1h,random,hold,EURUSD.a
11790,2019-11-22 11:00:00,0.39591856080847204,1h-S-56667,support,75.13,3,0.0009043985740069089,1h,line,break,EURUSD.a
11790,2019-11-22 11:00:00,0.39591856080847204,1h-S-56667,support,75.13,3,0.0009043985740069089,1h,placebo,break,EURUSD.a
3730,2018-08-07 14:00:00,,1h-S-56667,support,75.13,3,0.0009043985740069089,1h,random,break,EURUSD.a
11791,2019-11-22 12:00:00,0.07241416367062474,1h-S-56506,support,96.75,4,0.000886941533006423,1h,line,break,EURUSD.a
11791,2019-11-22 12:00:00,0.07241416367062474,1h-S-56506,support,96.75,4,0.000886941533006423,1h,placebo,break,EURUSD.a
11155,2019-10-17 00:00:00,,1h-S-56506,support,96.75,4,0.000886941533006423,1h,random,hold,EURUSD.a
11791,2019-11-22 12:00:00,0.31968265376824817,1h-S-56504,support,96.45,4,0.000886941533006423,1h,line,hold,EURUSD.a
11791,2019-11-22 12:00:00,0.31968265376824817,1h-S-56504,support,96.45,4,0.000886941533006423,1h,placebo,break,EURUSD.a
5518,2018-11-20 03:00:00,,1h-S-56504,support,96.45,4,0.000886941533006423,1h,random,break,EURUSD.a
11791,2019-11-22 12:00:00,0.24880194991704288,1h-S-56505,support,95.85,4,0.000886941533006423,1h,line,hold,EURUSD.a
11791,2019-11-22 12:00:00,0.24880194991704288,1h-S-56505,support,95.85,4,0.000886941533006423,1h,placebo,break,EURUSD.a
23387,2021-10-05 16:00:00,,1h-S-56505,support,95.85,4,0.000886941533006423,1h,random,hold,EURUSD.a
11791,2019-11-22 12:00:00,0.0649822630189008,1h-S-56663,support,92.06,4,0.000886941533006423,1h,line,break,EURUSD.a
11791,2019-11-22 12:00:00,0.0649822630189008,1h-S-56663,support,92.06,4,0.000886941533006423,1h,placebo,hold,EURUSD.a
51552,2026-04-15 20:00:00,,1h-S-56663,support,92.06,4,0.000886941533006423,1h,random,hold,EURUSD.a
11791,2019-11-22 12:00:00,0.011332817347716047,1h-S-56665,support,91.61,4,0.000886941533006423,1h,line,break,EURUSD.a
11791,2019-11-22 12:00:00,0.011332817347716047,1h-S-56665,support,91.61,4,0.000886941533006423,1h,placebo,hold,EURUSD.a
3022,2018-06-27 01:00:00,,1h-S-56665,support,91.61,4,0.000886941533006423,1h,random,hold,EURUSD.a
11791,2019-11-22 12:00:00,0.03644032981479912,1h-S-56666,support,90.96,4,0.000886941533006423,1h,line,break,EURUSD.a
11791,2019-11-22 12:00:00,0.03644032981479912,1h-S-56666,support,90.96,4,0.000886941533006423,1h,placebo,break,EURUSD.a
37543,2024-01-12 17:00:00,,1h-S-56666,support,90.96,4,0.000886941533006423,1h,random,break,EURUSD.a
11847,2019-11-26 20:00:00,0.32093936073396856,1h-R-56878,resistance,84.44,3,0.0007249757922950896,1h,line,hold,EURUSD.a
11847,2019-11-26 20:00:00,0.32093936073396856,1h-R-56878,resistance,84.44,3,0.0007249757922950896,1h,placebo,hold,EURUSD.a
27697,2022-06-14 06:00:00,,1h-R-56878,resistance,84.44,3,0.0007249757922950896,1h,random,break,EURUSD.a
11856,2019-11-27 05:00:00,0.3544341368501578,1h-S-56981,support,79.4,3,0.0005668446405717776,1h,line,break,EURUSD.a
11856,2019-11-27 05:00:00,0.3544341368501578,1h-S-56981,support,79.4,3,0.0005668446405717776,1h,placebo,break,EURUSD.a
23682,2021-10-21 23:00:00,,1h-S-56981,support,79.4,3,0.0005668446405717776,1h,random,hold,EURUSD.a
11857,2019-11-27 06:00:00,0.1668832884949889,1h-S-56976,support,82.29,3,0.0005556414519595094,1h,line,break,EURUSD.a
11857,2019-11-27 06:00:00,0.1668832884949889,1h-S-56976,support,82.29,3,0.0005556414519595094,1h,placebo,break,EURUSD.a
152,2018-01-10 09:00:00,,1h-S-56976,support,82.29,3,0.0005556414519595094,1h,random,hold,EURUSD.a
11858,2019-11-27 07:00:00,0.3457346206128486,1h-S-56950,support,81.49,3,0.0005445242053909699,1h,line,break,EURUSD.a
11858,2019-11-27 07:00:00,0.3457346206128486,1h-S-56950,support,81.49,3,0.0005445242053909699,1h,placebo,break,EURUSD.a
41428,2024-08-27 15:00:00,,1h-S-56950,support,81.49,3,0.0005445242053909699,1h,random,hold,EURUSD.a
11858,2019-11-27 07:00:00,0.39004682437331245,1h-S-56951,support,81.29,3,0.0005445242053909699,1h,line,break,EURUSD.a
11858,2019-11-27 07:00:00,0.39004682437331245,1h-S-56951,support,81.29,3,0.0005445242053909699,1h,placebo,break,EURUSD.a
18721,2021-01-06 06:00:00,,1h-S-56951,support,81.29,3,0.0005445242053909699,1h,random,hold,EURUSD.a
11860,2019-11-27 09:00:00,0.13031209548124056,1h-S-56952,support,96.38,4,0.0005418601566891484,1h,line,break,EURUSD.a
11860,2019-11-27 09:00:00,0.13031209548124056,1h-S-56952,support,96.38,4,0.0005418601566891484,1h,placebo,hold,EURUSD.a
25741,2022-02-18 18:00:00,,1h-S-56952,support,96.38,4,0.0005418601566891484,1h,random,hold,EURUSD.a
11863,2019-11-27 12:00:00,0.0903651326884995,1h-S-56857,support,78.21,3,0.0005826701035882341,1h,line,break,EURUSD.a
11863,2019-11-27 12:00:00,0.0903651326884995,1h-S-56857,support,78.21,3,0.0005826701035882341,1h,placebo,hold,EURUSD.a
16665,2020-09-04 14:00:00,,1h-S-56857,support,78.21,3,0.0005826701035882341,1h,random,break,EURUSD.a
11863,2019-11-27 12:00:00,0.013970771500446183,1h-S-56859,support,77.76,3,0.0005826701035882341,1h,line,break,EURUSD.a
11863,2019-11-27 12:00:00,0.013970771500446183,1h-S-56859,support,77.76,3,0.0005826701035882341,1h,placebo,break,EURUSD.a
38948,2024-04-04 07:00:00,,1h-S-56859,support,77.76,3,0.0005826701035882341,1h,random,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.1333727956475457,1h-S-57498,support,84.81,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.1333727956475457,1h-S-57498,support,84.81,3,0.0008433944505705891,1h,placebo,break,EURUSD.a
17819,2020-11-11 16:00:00,,1h-S-57498,support,84.81,3,0.0008433944505705891,1h,random,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.13110480609370492,1h-S-57499,support,84.56,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.13110480609370492,1h-S-57499,support,84.56,3,0.0008433944505705891,1h,placebo,break,EURUSD.a
16610,2020-09-02 07:00:00,,1h-S-57499,support,84.56,3,0.0008433944505705891,1h,random,break,EURUSD.a
11959,2019-12-03 12:00:00,0.15308352123673233,1h-S-57500,support,83.96,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.15308352123673233,1h-S-57500,support,83.96,3,0.0008433944505705891,1h,placebo,hold,EURUSD.a
50490,2026-02-12 14:00:00,,1h-S-57500,support,83.96,3,0.0008433944505705891,1h,random,break,EURUSD.a
11959,2019-12-03 12:00:00,0.1579591665659661,1h-S-57501,support,83.56,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.1579591665659661,1h-S-57501,support,83.56,3,0.0008433944505705891,1h,placebo,hold,EURUSD.a
53356,2026-07-30 00:00:00,,1h-S-57501,support,83.56,3,0.0008433944505705891,1h,random,break,EURUSD.a
11959,2019-12-03 12:00:00,0.17420446248336216,1h-S-57502,support,82.71,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.17420446248336216,1h-S-57502,support,82.71,3,0.0008433944505705891,1h,placebo,break,EURUSD.a
8855,2019-06-05 04:00:00,,1h-S-57502,support,82.71,3,0.0008433944505705891,1h,random,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.120183534735653,1h-S-57504,support,82.16,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.120183534735653,1h-S-57504,support,82.16,3,0.0008433944505705891,1h,placebo,hold,EURUSD.a
15999,2020-07-28 20:00:00,,1h-S-57504,support,82.16,3,0.0008433944505705891,1h,random,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.11099935042150977,1h-S-57506,support,80.66,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.11099935042150977,1h-S-57506,support,80.66,3,0.0008433944505705891,1h,placebo,hold,EURUSD.a
19221,2021-02-04 02:00:00,,1h-S-57506,support,80.66,3,0.0008433944505705891,1h,random,break,EURUSD.a
11959,2019-12-03 12:00:00,0.08853420917107915,1h-S-57507,support,79.96,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.08853420917107915,1h-S-57507,support,79.96,3,0.0008433944505705891,1h,placebo,break,EURUSD.a
31963,2023-02-20 05:00:00,,1h-S-57507,support,79.96,3,0.0008433944505705891,1h,random,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.08436364789025999,1h-S-57509,support,79.06,3,0.0008433944505705891,1h,line,hold,EURUSD.a
11959,2019-12-03 12:00:00,0.08436364789025999,1h-S-57509,support,79.06,3,0.0008433944505705891,1h,placebo,break,EURUSD.a
52550,2026-06-12 10:00:00,,1h-S-57509,support,79.06,3,0.0008433944505705891,1h,random,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.2808791857445891,1h-R-57477,resistance,83.56,3,0.0008689103212918133,1h,line,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.2808791857445891,1h-R-57477,resistance,83.56,3,0.0008689103212918133,1h,placebo,break,EURUSD.a
34032,2023-06-20 10:00:00,,1h-R-57477,resistance,83.56,3,0.0008689103212918133,1h,random,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.3324057295134919,1h-R-57478,resistance,82.81,3,0.0008689103212918133,1h,line,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.3324057295134919,1h-R-57478,resistance,82.81,3,0.0008689103212918133,1h,placebo,hold,EURUSD.a
47747,2025-09-03 03:00:00,,1h-R-57478,resistance,82.81,3,0.0008689103212918133,1h,random,break,EURUSD.a
11963,2019-12-03 16:00:00,0.3172689133542521,1h-R-57479,resistance,82.41,3,0.0008689103212918133,1h,line,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.3172689133542521,1h-R-57479,resistance,82.41,3,0.0008689103212918133,1h,placebo,hold,EURUSD.a
10259,2019-08-26 16:00:00,,1h-R-57479,resistance,82.41,3,0.0008689103212918133,1h,random,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.35085226571629247,1h-R-57481,resistance,80.76,3,0.0008689103212918133,1h,line,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.35085226571629247,1h-R-57481,resistance,80.76,3,0.0008689103212918133,1h,placebo,hold,EURUSD.a
33047,2023-04-24 09:00:00,,1h-R-57481,resistance,80.76,3,0.0008689103212918133,1h,random,break,EURUSD.a
11963,2019-12-03 16:00:00,0.29347102198162917,1h-R-57484,resistance,79.16,3,0.0008689103212918133,1h,line,hold,EURUSD.a
11963,2019-12-03 16:00:00,0.29347102198162917,1h-R-57484,resistance,79.16,3,0.0008689103212918133,1h,placebo,break,EURUSD.a
45724,2025-05-07 20:00:00,,1h-R-57484,resistance,79.16,3,0.0008689103212918133,1h,random,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.395497817919477,1h-S-57498,support,95.23,4,0.000627257812318908,1h,line,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.395497817919477,1h-S-57498,support,95.23,4,0.000627257812318908,1h,placebo,hold,EURUSD.a
50967,2026-03-12 11:00:00,,1h-S-57498,support,95.23,4,0.000627257812318908,1h,random,break,EURUSD.a
11977,2019-12-04 06:00:00,0.38558700973240845,1h-S-57499,support,94.98,4,0.000627257812318908,1h,line,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.38558700973240845,1h-S-57499,support,94.98,4,0.000627257812318908,1h,placebo,break,EURUSD.a
3749,2018-08-08 09:00:00,,1h-S-57499,support,94.98,4,0.000627257812318908,1h,random,break,EURUSD.a
11977,2019-12-04 06:00:00,0.29772888254234553,1h-S-57506,support,92.78,5,0.000627257812318908,1h,line,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.29772888254234553,1h-S-57506,support,92.78,5,0.000627257812318908,1h,placebo,hold,EURUSD.a
29139,2022-09-06 08:00:00,,1h-S-57506,support,92.78,5,0.000627257812318908,1h,random,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.33786252819307044,1h-S-57504,support,92.58,4,0.000627257812318908,1h,line,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.33786252819307044,1h-S-57504,support,92.58,4,0.000627257812318908,1h,placebo,break,EURUSD.a
35523,2023-09-14 13:00:00,,1h-S-57504,support,92.58,4,0.000627257812318908,1h,random,break,EURUSD.a
11977,2019-12-04 06:00:00,0.19955924791658625,1h-S-57507,support,92.08,5,0.000627257812318908,1h,line,hold,EURUSD.a
11977,2019-12-04 06:00:00,0.19955924791658625,1h-S-57507,support,92.08,5,0.000627257812318908,1h,placebo,break,EURUSD.a
11808,2019-11-25 05:00:00,,1h-S-57507,support,92.08,5,0.000627257812318908,1h,random,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.04812914294394172,1h-S-57498,support,98.2,5,0.0007348402542640932,1h,line,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.04812914294394172,1h-S-57498,support,98.2,5,0.0007348402542640932,1h,placebo,hold,EURUSD.a
34257,2023-07-03 19:00:00,,1h-S-57498,support,98.2,5,0.0007348402542640932,1h,random,break,EURUSD.a
11982,2019-12-04 11:00:00,0.058215876687673446,1h-S-57499,support,97.95,5,0.0007348402542640932,1h,line,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.058215876687673446,1h-S-57499,support,97.95,5,0.0007348402542640932,1h,placebo,break,EURUSD.a
5386,2018-11-12 15:00:00,,1h-S-57499,support,97.95,5,0.0007348402542640932,1h,random,break,EURUSD.a
11982,2019-12-04 11:00:00,0.03953300725614335,1h-S-57500,support,95.35,4,0.0007348402542640932,1h,line,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.03953300725614335,1h-S-57500,support,95.35,4,0.0007348402542640932,1h,placebo,hold,EURUSD.a
10123,2019-08-19 00:00:00,,1h-S-57500,support,95.35,4,0.0007348402542640932,1h,random,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.06121711783033434,1h-S-57501,support,94.95,4,0.0007348402542640932,1h,line,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.06121711783033434,1h-S-57501,support,94.95,4,0.0007348402542640932,1h,placebo,break,EURUSD.a
9660,2019-07-22 17:00:00,,1h-S-57501,support,94.95,4,0.0007348402542640932,1h,random,break,EURUSD.a
11982,2019-12-04 11:00:00,0.1334669984501189,1h-S-57502,support,94.1,4,0.0007348402542640932,1h,line,hold,EURUSD.a
11982,2019-12-04 11:00:00,0.1334669984501189,1h-S-57502,support,94.1,4,0.0007348402542640932,1h,placebo,hold,EURUSD.a
38537,2024-03-12 03:00:00,,1h-S-57502,support,94.1,4,0.0007348402542640932,1h,random,hold,EURUSD.a
11989,2019-12-04 18:00:00,0.2838843922080533,1h-S-57692,support,73.63,3,0.0012098173949988131,1h,line,hold,EURUSD.a
11989,2019-12-04 18:00:00,0.2838843922080533,1h-S-57692,support,73.63,3,0.0012098173949988131,1h,placebo,break,EURUSD.a
52068,2026-05-15 08:00:00,,1h-S-57692,support,73.63,3,0.0012098173949988131,1h,random,hold,EURUSD.a
11989,2019-12-04 18:00:00,0.18909624772309136,1h-S-57693,support,73.08,3,0.0012098173949988131,1h,line,break,EURUSD.a
11989,2019-12-04 18:00:00,0.18909624772309136,1h-S-57693,support,73.08,3,0.0012098173949988131,1h,placebo,break,EURUSD.a
12729,2020-01-20 14:00:00,,1h-S-57693,support,73.08,3,0.0012098173949988131,1h,random,hold,EURUSD.a
12062,2019-12-09 19:00:00,0.09295044035114068,1h-S-57933,support,72.59,3,0.0007550726121580196,1h,line,hold,EURUSD.a
12062,2019-12-09 19:00:00,0.09295044035114068,1h-S-57933,support,72.59,3,0.0007550726121580196,1h,placebo,hold,EURUSD.a
37567,2024-01-15 17:00:00,,1h-S-57933,support,72.59,3,0.0007550726121580196,1h,random,break,EURUSD.a
12173,2019-12-16 10:00:00,0.39166235194925825,1h-S-58444,support,95.8,4,0.0010696321017643212,1h,line,hold,EURUSD.a
12173,2019-12-16 10:00:00,0.39166235194925825,1h-S-58444,support,95.8,4,0.0010696321017643212,1h,placebo,break,EURUSD.a
10769,2019-09-24 22:00:00,,1h-S-58444,support,95.8,4,0.0010696321017643212,1h,random,break,EURUSD.a
12199,2019-12-17 12:00:00,0.15285499755965315,1h-R-58494,resistance,94.71,5,0.0009012976961322235,1h,line,hold,EURUSD.a
12199,2019-12-17 12:00:00,0.15285499755965315,1h-R-58494,resistance,94.71,5,0.0009012976961322235,1h,placebo,hold,EURUSD.a
18162,2020-12-01 23:00:00,,1h-R-58494,resistance,94.71,5,0.0009012976961322235,1h,random,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.3570693314178481,1h-S-58819,support,97.68,5,0.0009174719006702362,1h,line,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.3570693314178481,1h-S-58819,support,97.68,5,0.0009174719006702362,1h,placebo,hold,EURUSD.a
19487,2021-02-19 04:00:00,,1h-S-58819,support,97.68,5,0.0009174719006702362,1h,random,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.3153353193208173,1h-S-58820,support,97.28,5,0.0009174719006702362,1h,line,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.3153353193208173,1h-S-58820,support,97.28,5,0.0009174719006702362,1h,placebo,break,EURUSD.a
10473,2019-09-06 14:00:00,,1h-S-58820,support,97.28,5,0.0009174719006702362,1h,random,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.07870300131806222,1h-S-58818,support,96.88,4,0.0009174719006702362,1h,line,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.07870300131806222,1h-S-58818,support,96.88,4,0.0009174719006702362,1h,placebo,hold,EURUSD.a
5571,2018-11-22 08:00:00,,1h-S-58818,support,96.88,4,0.0009174719006702362,1h,random,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.29906349474109295,1h-S-58822,support,96.13,5,0.0009174719006702362,1h,line,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.29906349474109295,1h-S-58822,support,96.13,5,0.0009174719006702362,1h,placebo,hold,EURUSD.a
25663,2022-02-15 12:00:00,,1h-S-58822,support,96.13,5,0.0009174719006702362,1h,random,break,EURUSD.a
12249,2019-12-19 14:00:00,0.39835874458762255,1h-S-58821,support,95.33,4,0.0009174719006702362,1h,line,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.39835874458762255,1h-S-58821,support,95.33,4,0.0009174719006702362,1h,placebo,break,EURUSD.a
23586,2021-10-15 23:00:00,,1h-S-58821,support,95.33,4,0.0009174719006702362,1h,random,break,EURUSD.a
12249,2019-12-19 14:00:00,0.3753284564369884,1h-S-58824,support,93.58,4,0.0009174719006702362,1h,line,hold,EURUSD.a
12249,2019-12-19 14:00:00,0.3753284564369884,1h-S-58824,support,93.58,4,0.0009174719006702362,1h,placebo,hold,EURUSD.a
47025,2025-07-23 01:00:00,,1h-S-58824,support,93.58,4,0.0009174719006702362,1h,random,break,EURUSD.a
12301,2019-12-23 18:00:00,0.06217042361390041,1h-R-59005,resistance,58.17,3,0.0007805577723455923,1h,line,break,EURUSD.a
12301,2019-12-23 18:00:00,0.06217042361390041,1h-R-59005,resistance,58.17,3,0.0007805577723455923,1h,placebo,break,EURUSD.a
11916,2019-11-29 17:00:00,,1h-R-59005,resistance,58.17,3,0.0007805577723455923,1h,random,hold,EURUSD.a
12318,2019-12-24 11:00:00,0.3241801999451062,1h-S-59071,support,78.1,3,0.0005858208010753222,1h,line,hold,EURUSD.a
12318,2019-12-24 11:00:00,0.3241801999451062,1h-S-59071,support,78.1,3,0.0005858208010753222,1h,placebo,hold,EURUSD.a
34777,2023-08-02 11:00:00,,1h-S-59071,support,78.1,3,0.0005858208010753222,1h,random,break,EURUSD.a
12319,2019-12-24 12:00:00,0.3048147435961996,1h-S-59072,support,94.22,4,0.0005904050295699449,1h,line,hold,EURUSD.a
12319,2019-12-24 12:00:00,0.3048147435961996,1h-S-59072,support,94.22,4,0.0005904050295699449,1h,placebo,hold,EURUSD.a
17301,2020-10-13 02:00:00,,1h-S-59072,support,94.22,4,0.0005904050295699449,1h,random,break,EURUSD.a
12324,2019-12-24 17:00:00,0.09343873686643464,1h-R-59175,resistance,91.59,5,0.0006751237108126579,1h,line,break,EURUSD.a
12324,2019-12-24 17:00:00,0.09343873686643464,1h-R-59175,resistance,91.59,5,0.0006751237108126579,1h,placebo,break,EURUSD.a
42609,2024-11-04 20:00:00,,1h-R-59175,resistance,91.59,5,0.0006751237108126579,1h,random,break,EURUSD.a
12324,2019-12-24 17:00:00,0.25965663855277227,1h-R-59173,resistance,90.94,4,0.0006751237108126579,1h,line,hold,EURUSD.a
12324,2019-12-24 17:00:00,0.25965663855277227,1h-R-59173,resistance,90.94,4,0.0006751237108126579,1h,placebo,break,EURUSD.a
16057,2020-07-31 06:00:00,,1h-R-59173,resistance,90.94,4,0.0006751237108126579,1h,random,hold,EURUSD.a
12345,2019-12-26 14:00:00,0.07578564453022738,1h-R-59321,resistance,94.41,4,0.0005515720357722615,1h,line,break,EURUSD.a
12345,2019-12-26 14:00:00,0.07578564453022738,1h-R-59321,resistance,94.41,4,0.0005515720357722615,1h,placebo,break,EURUSD.a
53270,2026-07-24 10:00:00,,1h-R-59321,resistance,94.41,4,0.0005515720357722615,1h,random,hold,EURUSD.a
12395,2019-12-30 16:00:00,0.21521787719096017,1h-R-59504,resistance,86.67,5,0.0010813783771152234,1h,line,hold,EURUSD.a
12395,2019-12-30 16:00:00,0.21521787719096017,1h-R-59504,resistance,86.67,5,0.0010813783771152234,1h,placebo,break,EURUSD.a
42888,2024-11-20 11:00:00,,1h-R-59504,resistance,86.67,5,0.0010813783771152234,1h,random,hold,EURUSD.a
12424,2019-12-31 21:00:00,0.16770696828787424,1h-S-59655,support,81.72,5,0.0009411841312635402,1h,line,break,EURUSD.a
12424,2019-12-31 21:00:00,0.16770696828787424,1h-S-59655,support,81.72,5,0.0009411841312635402,1h,placebo,break,EURUSD.a
40740,2024-07-17 23:00:00,,1h-S-59655,support,81.72,5,0.0009411841312635402,1h,random,break,EURUSD.a
12424,2019-12-31 21:00:00,0.2545552197226831,1h-S-59656,support,81.27,5,0.0009411841312635402,1h,line,break,EURUSD.a
12424,2019-12-31 21:00:00,0.2545552197226831,1h-S-59656,support,81.27,5,0.0009411841312635402,1h,placebo,break,EURUSD.a
45246,2025-04-09 21:00:00,,1h-S-59656,support,81.27,5,0.0009411841312635402,1h,random,hold,EURUSD.a
12432,2020-01-02 05:00:00,0.11899039340912661,1h-S-59647,support,87.9,4,0.0008275842565940324,1h,line,break,EURUSD.a
12432,2020-01-02 05:00:00,0.11899039340912661,1h-S-59647,support,87.9,4,0.0008275842565940324,1h,placebo,break,EURUSD.a
33018,2023-04-21 04:00:00,,1h-S-59647,support,87.9,4,0.0008275842565940324,1h,random,break,EURUSD.a
12432,2020-01-02 05:00:00,0.09527266041843209,1h-S-59648,support,87.45,4,0.0008275842565940324,1h,line,break,EURUSD.a
12432,2020-01-02 05:00:00,0.09527266041843209,1h-S-59648,support,87.45,4,0.0008275842565940324,1h,placebo,break,EURUSD.a
25845,2022-02-25 02:00:00,,1h-S-59648,support,87.45,4,0.0008275842565940324,1h,random,hold,EURUSD.a
12432,2020-01-02 05:00:00,0.32047176972165897,1h-S-59649,support,71.55,3,0.0008275842565940324,1h,line,break,EURUSD.a
12432,2020-01-02 05:00:00,0.32047176972165897,1h-S-59649,support,71.55,3,0.0008275842565940324,1h,placebo,hold,EURUSD.a
39655,2024-05-15 18:00:00,,1h-S-59649,support,71.55,3,0.0008275842565940324,1h,random,hold,EURUSD.a
12468,2020-01-03 17:00:00,0.06221027679479724,1h-R-59934,resistance,69.16,3,0.0011197670310780195,1h,line,break,EURUSD.a
12468,2020-01-03 17:00:00,0.06221027679479724,1h-R-59934,resistance,69.16,3,0.0011197670310780195,1h,placebo,hold,EURUSD.a
44678,2025-03-07 05:00:00,,1h-R-59934,resistance,69.16,3,0.0011197670310780195,1h,random,break,EURUSD.a
12561,2020-01-09 14:00:00,0.30604112180439813,1h-R-60247,resistance,92.84,4,0.0010189373665067621,1h,line,hold,EURUSD.a
12561,2020-01-09 14:00:00,0.30604112180439813,1h-R-60247,resistance,92.84,4,0.0010189373665067621,1h,placebo,hold,EURUSD.a
33732,2023-06-01 22:00:00,,1h-R-60247,resistance,92.84,4,0.0010189373665067621,1h,random,hold,EURUSD.a
12562,2020-01-09 15:00:00,0.3975859317066167,1h-R-60238,resistance,98.29,4,0.0010282989831848495,1h,line,hold,EURUSD.a
12562,2020-01-09 15:00:00,0.3975859317066167,1h-R-60238,resistance,98.29,4,0.0010282989831848495,1h,placebo,hold,EURUSD.a
20620,2021-04-27 09:00:00,,1h-R-60238,resistance,98.29,4,0.0010282989831848495,1h,random,hold,EURUSD.a
12583,2020-01-10 12:00:00,0.20374050834895083,1h-S-60225,support,90.08,4,0.0007349984310352011,1h,line,hold,EURUSD.a
12583,2020-01-10 12:00:00,0.20374050834895083,1h-S-60225,support,90.08,4,0.0007349984310352011,1h,placebo,hold,EURUSD.a
33756,2023-06-02 22:00:00,,1h-S-60225,support,90.08,4,0.0007349984310352011,1h,random,break,EURUSD.a
12589,2020-01-10 18:00:00,0.3585719712546435,1h-R-60241,resistance,98.07,5,0.0010085126403415153,1h,line,break,EURUSD.a
12589,2020-01-10 18:00:00,0.3585719712546435,1h-R-60241,resistance,98.07,5,0.0010085126403415153,1h,placebo,break,EURUSD.a
50584,2026-02-18 12:00:00,,1h-R-60241,resistance,98.07,5,0.0010085126403415153,1h,random,hold,EURUSD.a
12589,2020-01-10 18:00:00,0.0929298518271487,1h-R-60238,resistance,96.52,4,0.0010085126403415153,1h,line,break,EURUSD.a
12589,2020-01-10 18:00:00,0.0929298518271487,1h-R-60238,resistance,96.52,4,0.0010085126403415153,1h,placebo,break,EURUSD.a
2490,2018-05-25 21:00:00,,1h-R-60238,resistance,96.52,4,0.0010085126403415153,1h,random,break,EURUSD.a
12589,2020-01-10 18:00:00,0.25415720583379764,1h-R-60246,resistance,95.47,5,0.0010085126403415153,1h,line,break,EURUSD.a
12589,2020-01-10 18:00:00,0.25415720583379764,1h-R-60246,resistance,95.47,5,0.0010085126403415153,1h,placebo,hold,EURUSD.a
36383,2023-11-03 09:00:00,,1h-R-60246,resistance,95.47,5,0.0010085126403415153,1h,random,break,EURUSD.a
12589,2020-01-10 18:00:00,0.37345331697395623,1h-R-60242,resistance,94.72,4,0.0010085126403415153,1h,line,break,EURUSD.a
12589,2020-01-10 18:00:00,0.37345331697395623,1h-R-60242,resistance,94.72,4,0.0010085126403415153,1h,placebo,hold,EURUSD.a
3604,2018-07-31 08:00:00,,1h-R-60242,resistance,94.72,4,0.0010085126403415153,1h,random,break,EURUSD.a
12589,2020-01-10 18:00:00,0.399283966032576,1h-R-60243,resistance,93.72,4,0.0010085126403415153,1h,line,break,EURUSD.a
